Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth,Catalog
  2008,02,27,075938.21, 41.185,-114.830,4.1,  8,PDE  
  2008,02,27,084153.53, 41.180,-114.906,2.6,  0,PDE  
  2008,02,27,085536.11, 41.182,-114.928,2.6,  0,PDE  
  2008,02,27,180154   , 36.560, -90.000,2.2,  4,PDE  
  2008,02,27,200632.60, 41.090,-114.935,2.9,  9,PDE  
  2008,02,28,004423.05, 41.217,-114.878,2.6,  8,PDE  
  2008,02,28,123645.43, 41.167,-114.909,2.7,  5,PDE  
  2008,02,28,140216.34, 41.177,-114.919,2.5,  5,PDE  
  2008,02,28,151037.74, 41.157,-114.929,4.0,  5,PDE  
  2008,02,29,071912.07, 41.214,-114.817,2.9,  5,PDE  
  2008,02,29,084947.83, 41.112,-114.898,3.2,  9,PDE  
  2008,02,29,211924.59, 41.245,-114.819,2.6,  9,PDE  
  2008,03,01,081541.29, 36.054,-120.163,2.8, 10,PDE  
  2008,03,01,135703.55, 41.182,-114.886,3.0,  5,PDE  
  2008,03,02,080745   , 35.065,-118.986,3.5, 17,PDE  
  2008,03,02,131541   , 37.510,-114.060,2.5,  0,PDE  
  2008,03,02,222439.04, 32.661,-115.960,3.0,  6,PDE  
  2008,03,03,224004.94, 41.194,-114.836,2.6,  4,PDE  
  2008,03,03,224502.90, 41.204,-114.849,3.1,  5,PDE  
  2008,03,03,230310.11, 40.152,-122.767,2.9, 10,PDE  
  2008,03,04,152113.59, 41.215,-114.861,2.5,  4,PDE  
  2008,03,06,001426.93, 34.298,-116.858,3.7, 13,PDE  
  2008,03,06,020555.61, 41.169,-114.847,2.7,  5,PDE  
  2008,03,07,062540.10, 32.522,-115.605,2.4,  8,PDE  
  2008,03,07,112152   , 40.810,-111.780,2.5, 10,PDE  
  2008,03,07,233446.96, 45.290, -75.178,2.9, 18,PDE  
  2008,03,08,041752.35, 38.572,-118.446,3.6,  7,PDE  
  2008,03,08,073857.90, 32.153,-115.787,3.7,  6,PDE  
  2008,03,08,100700.39, 39.524,-119.932,3.4,  1,PDE  
  2008,03,08,114844.10, 43.030, -78.571,2.7,  6,PDE  
  2008,03,08,172701.66, 38.826,-122.747,2.8,  1,PDE  
  2008,03,08,234257.97, 38.760,-122.721,3.0,  1,PDE  
  2008,03,09,073008.27, 39.329,-122.846,2.9,  8,PDE  
  2008,03,09,092232.08, 34.139,-117.465,4.0,  3,PDE  
  2008,03,09,092408.97, 34.136,-117.466,3.4,  4,PDE  
  2008,03,09,111118   , 43.022, -70.365,2.8,  0,PDE  
  2008,03,10,051427.81, 39.355,-123.277,3.7,  2,PDE  
  2008,03,10,060235.26, 39.351,-123.282,3.0,  7,PDE  
  2008,03,10,060446.72, 37.411,-118.601,3.3, 11,PDE  
  2008,03,10,100728.87, 38.819,-122.806,2.7,  4,PDE  
  2008,03,10,131400.17, 39.354,-123.282,2.8,  6,PDE  
  2008,03,11,031030.97, 41.438, -72.483,2.3,  2,PDE  
  2008,03,11,073705.50, 32.403,-115.403,2.5,  6,PDE  
  2008,03,11,100432.75, 32.917,-118.036,2.8,  6,PDE  
  2008,03,12,072850   , 44.570,-110.890,2.5,  6,PDE  
  2008,03,12,090936   , 44.570,-110.890,2.5,  5,PDE  
  2008,03,13,084732.77, 41.108,-114.907,2.6,  9,PDE  
  2008,03,13,175614.52, 39.589,-120.282,2.9, 14,PDE  
  2008,03,13,175621.84, 39.592,-120.290,3.1, 10,PDE  
  2008,03,14,073906.05, 41.136,-114.922,2.8,  7,PDE  
  2008,03,14,224231.60, 41.336, -74.452,2.3,  3,PDE  
  2008,03,15,011844   , 41.337, -74.463,1.9,  7,PDE  
  2008,03,15,162233.53, 41.134,-114.902,3.6,  9,PDE  
  2008,03,17,141641.70, 33.030,-115.613,3.1, 14,PDE  
  2008,03,17,235848.32, 48.070,-120.810,3.3,  1,PDE  
  2008,03,18,083510.67, 43.846,-125.921,3.0, 10,PDE  
  2008,03,19,002910.40, 32.455,-115.343,3.5,  7,PDE  
  2008,03,19,093231.02, 36.517,-113.504,2.8,  5,PDE  
  2008,03,20,064530   , 38.517,-122.594,2.8,  0,PDE  
  2008,03,20,072029   , 34.020,-117.244,3.0,  9,PDE  
  2008,03,20,113131.98, 46.530,-122.610,2.5, 19,PDE  
  2008,03,20,121853.92, 38.786,-122.750,3.0,  1,PDE  
  2008,03,20,172545.51, 45.017, -75.580,2.8, 18,PDE  
  2008,03,20,200358   , 45.130,-120.933,3.1, 18,PDE  
  2008,03,20,231854.52, 37.708,-121.955,3.0, 10,PDE  
  2008,03,21,012820.74, 37.710,-121.955,3.0, 10,PDE  
  2008,03,21,013724.96, 37.712,-121.956,3.0, 11,PDE  
  2008,03,21,020250.89, 28.373,-113.160,4.0, 10,PDE  
  2008,03,21,160542   , 35.503,-116.920,2.9, 17,PDE  
  2008,03,22,030653.34, 35.049,-112.591,2.5,  5,PDE  
  2008,03,22,031245.01, 35.184,-112.506,2.5,  5,PDE  
  2008,03,22,071731.46, 33.120,-116.908,2.7, 11,PDE  
  2008,03,23,193147.79, 48.529,-122.572,2.8, 16,PDE  
  2008,03,24,191614.30, 39.525,-119.932,3.1,  1,PDE  
  2008,03,25,092204   , 45.290,-112.570,3.1, 11,PDE  
  2008,03,25,115936   , 44.690,-110.010,4.2,  0,PDE  
  2008,03,25,154106.04, 39.532,-119.935,2.6,  1,PDE  
  2008,03,26,061041.04, 48.517,-122.561,2.1, 16,PDE  
  2008,03,26,140359   , 47.334,-122.331,2.5, 22,PDE  
  2008,03,27,010713.78, 36.465,-113.581,3.7,  5,PDE  
  2008,03,27,012811.26, 36.522,-113.603,2.6,  5,PDE  
  2008,03,27,034214.35, 39.532,-119.936,3.2,  1,PDE  
  2008,03,27,042849   , 33.627,-117.906,3.0, 11,PDE  
  2008,03,27,080135   , 37.926,-121.801,3.2, 15,PDE  
  2008,03,27,121317   , 33.980,-118.400,2.4, 12,PDE  
  2008,03,27,210436.39, 38.817,-122.786,3.6,  2,PDE  
  2008,03,29,135333   , 48.600,-112.310,2.5,  3,PDE  
  2008,03,29,143226   , 48.590,-112.320,2.6,  3,PDE  
  2008,03,29,182706.78, 32.369,-115.266,2.8,  6,PDE  
  2008,03,29,220141.30, 32.386,-115.242,4.2, 10,PDE  
  2008,03,29,221954   , 38.300,-112.730,2.7,  5,PDE  
  2008,03,30,022124.51, 41.634,-125.843,3.1,  2,PDE  
  2008,03,30,122722.22, 37.153,-117.398,3.5,  9,PDE  
  2008,03,30,225029.31, 36.050,-117.810,2.7,  0,PDE  
  2008,03,31,104439   , 36.980, -90.410,2.8,  6,PDE  
  2008,04,01,131617.21, 41.229,-114.840,4.1, 11,PDE  
  2008,04,01,191338.72, 48.525,-122.575,2.7, 20,PDE  
  2008,04,01,212756.56, 35.482,-119.337,3.0, 30,PDE  
  2008,04,01,220855.16, 40.415,-125.484,3.5, 24,PDE  
  2008,04,02,000746.35, 39.522,-119.932,3.0,  2,PDE  
  2008,04,02,035617   , 44.620,-112.280,2.5,  8,PDE  
  2008,04,03,011539.80, 32.391,-115.340,3.2,  5,PDE  
  2008,04,03,140926.40, 32.415,-115.335,3.3,  2,PDE  
  2008,04,03,200430.45, 34.231,-116.882,2.5,  7,PDE  
  2008,04,03,215944.55, 40.351,-124.674,3.2, 17,PDE  
  2008,04,04,030949.80, 32.159,-115.783,3.2,  5,PDE  
  2008,04,04,133939.30, 32.160,-115.788,3.8,  2,PDE  
  2008,04,04,183306.58, 33.687, -87.363,   ,  1,PDE  
  2008,04,05,035552.47, 38.806,-122.793,2.7,  1,PDE  
  2008,04,05,071312.69, 36.865,-105.026,2.5,  5,PDE  
  2008,04,05,233853.12, 45.130,-120.942,3.6, 18,PDE  
  2008,04,06,205130   , 34.682,-116.350,3.0,  3,PDE  
  2008,04,06,234421.17, 35.572,-116.976,3.2,  6,PDE  
  2008,04,07,012701   , 35.783,-117.674,3.6,  5,PDE  
  2008,04,07,0329     , 35.472,-118.418,2.9,  0,PDE  
  2008,04,07,095112.98, 28.919, -98.035,3.9,  5,PDE  
  2008,04,07,145343.10, 31.876,-116.053,2.7,  5,PDE  
  2008,04,08,070551.80, 31.707,-115.908,2.5,  5,PDE  
  2008,04,08,100624   , 40.970,-111.460,2.6,  5,PDE  
  2008,04,08,174344.35, 33.649, -87.502,2.6,  1,PDE  
  2008,04,09,055837.08, 47.679,-120.391,2.5,  0,PDE  
  2008,04,09,121944.91, 38.494,-122.726,2.8,  6,PDE  
  2008,04,09,175711.90, 37.390,-121.743,2.6,  8,PDE  
  2008,04,10,141734.36, 40.396,-125.655,4.0,  5,PDE  
  2008,04,12,162401.80, 31.839,-115.527,3.1,  6,PDE  
  2008,04,12,204535.75, 38.587,-122.722,2.8,  6,PDE  
  2008,04,12,221353   , 36.703,-121.332,2.8,  3,PDE  
  2008,04,13,072651.27, 48.089,-121.623,2.7,  0,PDE  
  2008,04,13,210943.82, 33.239,-117.779,2.9,  6,PDE  
  2008,04,14,022656   , 37.204,-115.046,3.3,  3,PDE  
  2008,04,15,010007   , 34.033,-116.442,3.4,  2,PDE  
  2008,04,15,054954.34, 34.395,-119.655,3.2, 13,PDE  
  2008,04,15,082349.23, 38.822,-122.845,3.0,  1,PDE  
  2008,04,15,133800.42, 37.209,-115.046,3.1,  5,PDE  
  2008,04,15,145937.34, 39.534,-119.934,3.4,  2,PDE  
  2008,04,15,183027   , 34.123,-117.462,2.3,  4,PDE  
  2008,04,15,212635.32, 39.534,-119.932,3.2,  1,PDE  
  2008,04,15,213231.86, 39.530,-119.929,3.4,  1,PDE  
  2008,04,15,213357.66, 39.536,-119.933,3.6,  1,PDE  
  2008,04,16,025752.38, 45.131,-120.947,2.9, 12,PDE  
  2008,04,16,090604.36, 33.659,-106.061,2.7,  5,PDE  
  2008,04,16,180333   , 44.620,-112.100,3.2, 10,PDE  
  2008,04,18,032524.75, 33.788,-116.109,3.2,  0,PDE  
  2008,04,18,093659.11, 38.452, -87.886,5.4, 14,PDE  
  2008,04,18,095931.12, 38.469, -87.795,2.6, 10,PDE  
  2008,04,18,1004     , 38.450, -87.860,2.6, 13,PDE  
  2008,04,18,103632.80, 38.456, -87.861,3.4, 17,PDE  
  2008,04,18,115558   , 38.440, -87.890,2.6, 11,PDE  
  2008,04,18,151416.40, 38.476, -87.847,4.8, 10,PDE  
  2008,04,19,030553   , 38.440, -87.890,2.8, 14,PDE  
  2008,04,19,165517   , 38.440, -87.900,2.8, 14,PDE  
  2008,04,20,050242   , 38.440, -87.850,2.8, 16,PDE  
  2008,04,20,093948.74, 37.119,-104.843,2.9,  5,PDE  
  2008,04,20,221757   , 39.980,-111.890,2.8,  2,PDE  
  2008,04,21,053829.20, 38.498, -87.845,4.0, 10,PDE  
  2008,04,21,093629.91, 37.158,-104.942,3.2,  5,PDE  
  2008,04,21,141625.40, 32.126,-115.492,4.1,  5,PDE  
  2008,04,21,184040   , 48.092,-121.600,3.4,  0,PDE  
  2008,04,21,191410.41, 39.517,-119.922,3.1,  2,PDE  
  2008,04,21,220053.77, 40.780,-124.208,4.2, 21,PDE  
  2008,04,21,225726.32, 40.779,-124.318,2.9, 20,PDE  
  2008,04,22,053524.86, 43.331,-125.900,3.9, 10,PDE  
  2008,04,22,082947.15, 43.055,-125.937,3.0, 10,PDE  
  2008,04,22,102916.85, 43.099,-125.824,2.8, 10,PDE  
  2008,04,22,155408.43, 43.079,-125.991,3.8, 10,PDE  
  2008,04,22,165950   , 39.324,-111.956,2.8,  1,PDE  
  2008,04,22,190115   , 39.320,-111.950,2.6,  0,PDE  
  2008,04,22,204009.25, 41.221,-114.806,3.8,  7,PDE  
  2008,04,22,234923.03, 34.867,-116.342,3.0,  4,PDE  
  2008,04,23,015529.40, 34.866,-116.340,4.1,  5,PDE  
  2008,04,23,020654.25, 37.993,-118.681,3.3,  5,PDE  
  2008,04,23,085358.29, 38.503,-107.615,2.4,  5,PDE  
  2008,04,24,022151.44, 37.032,-104.847,3.1,  5,PDE  
  2008,04,24,071431.98, 43.203,-125.948,3.6, 10,PDE  
  2008,04,24,114424   , 38.450, -87.900,2.6, 18,PDE  
  2008,04,24,224704.22, 39.533,-119.932,3.7,  1,PDE  
  2008,04,24,225549.04, 39.527,-119.929,4.3,  2,PDE  
  2008,04,25,010033.49, 39.531,-119.929,3.3,  2,PDE  
  2008,04,25,084258.22, 39.521,-119.922,3.3,  2,PDE  
  2008,04,25,124217.82, 39.530,-119.935,2.9,  2,PDE  
  2008,04,25,173010.15, 39.531,-119.928,3.3,  1,PDE  
  2008,04,25,1731     , 38.450, -87.870,3.7, 13,PDE  
  2008,04,25,183803.04, 39.522,-119.923,2.8,  1,PDE  
  2008,04,26,001302.73, 46.060,-122.622,2.6, 18,PDE  
  2008,04,26,011320.91, 39.529,-119.938,3.7,  1,PDE  
  2008,04,26,063959.88, 39.516,-119.924,3.3,  1,PDE  
  2008,04,26,064010.61, 39.520,-119.930,5.0,  1,PDE  
  2008,04,26,064350.85, 39.521,-119.924,3.4,  1,PDE  
  2008,04,26,064507.78, 39.523,-119.936,2.9,  4,PDE  
  2008,04,26,065139.31, 39.531,-119.932,2.5,  1,PDE  
  2008,04,26,072920.07, 39.527,-119.927,3.7,  2,PDE  
  2008,04,26,091159.83, 39.525,-119.927,3.4,  2,PDE  
  2008,04,26,224949.20, 32.328,-115.260,3.2,  6,PDE  
  2008,04,27,100018   , 37.220,-112.800,2.9,  0,PDE  
  2008,04,27,165930.90, 32.143,-115.790,2.6,  1,PDE  
  2008,04,27,174949.89, 39.529,-119.918,3.0,  1,PDE  
  2008,04,28,073907.52, 45.129,-120.955,3.1, 20,PDE  
  2008,04,28,082210   , 34.268,-119.337,2.2,  0,PDE  
  2008,04,28,113318.27, 39.533,-119.930,4.1,  0,PDE  
  2008,04,29,055105.42, 39.515,-119.919,3.1,  3,PDE  
  2008,04,29,060153.43, 39.519,-119.921,3.2,  3,PDE  
  2008,04,29,161500.14, 39.529,-119.932,3.1,  0,PDE  
  2008,04,29,174516.87, 35.499,-120.782,3.6,  4,PDE  
  2008,04,30,030306.90, 40.836,-123.497,5.4, 29,PDE  
  2008,04,30,073656.82, 36.850,-121.584,3.2,  6,PDE  
  2008,04,30,101937.36, 40.464,-106.860,2.8,  5,PDE  
  2008,04,30,192919   , 38.450, -87.870,2.6, 15,PDE  
  2008,05,01,035535   , 33.443,-116.454,4.2, 10,PDE  
  2008,05,01,053037.68, 38.453, -87.859,3.3, 14,PDE  
  2008,05,01,081143.22, 35.473,-118.425,4.1,  6,PDE  
  2008,05,01,132804.76, 38.831,-122.793,3.2,  1,PDE  
  2008,05,01,162043   , 44.346,-124.461,2.9, 32,PDE  
  2008,05,01,205328.25, 36.001,-117.305,3.1,  0,PDE  
  2008,05,01,213938.23, 35.475,-118.417,3.5,  0,PDE  
  2008,05,02,021232   , 45.380,-112.590,3.0, 10,PDE  
  2008,05,02,040338.05, 35.485,-118.435,3.7, 10,PDE  
  2008,05,02,042301.74, 35.480,-118.430,3.3,  9,PDE  
  2008,05,02,084725.33, 37.401,-118.522,3.0,  6,PDE  
  2008,05,02,135239.47, 36.852,-121.584,2.8,  6,PDE  
  2008,05,02,171155.30, 39.530,-119.927,2.9,  1,PDE  
  2008,05,02,193726.59, 40.452,-125.345,2.9, 20,PDE  
  2008,05,03,060621.85, 43.001,-125.945,2.6, 10,PDE  
  2008,05,04,181630   , 33.215,-116.741,3.7,  4,PDE  
  2008,05,05,071928.67, 40.419,-122.212,3.0, 29,PDE  
  2008,05,05,112544   , 38.486, -90.408,2.8, 22,PDE  
  2008,05,05,130058.05, 39.548,-119.945,2.6,  3,PDE  
  2008,05,06,084144   , 39.485,-119.872,2.5,  3,PDE  
  2008,05,06,173024   , 38.806, -77.219,2.0,  6,PDE  
  2008,05,07,063123   , 32.133,-115.783,3.4,  7,PDE  
  2008,05,07,070803   , 45.780,-110.930,3.0, 14,PDE  
  2008,05,07,164435.10, 33.691, -87.211,2.7,  1,PDE  
  2008,05,08,001739.33, 33.736,-116.024,2.8,  6,PDE  
  2008,05,08,055501   , 39.542,-119.921,3.6,  2,PDE  
  2008,05,08,234414.95, 34.020,-117.143,3.1,  5,PDE  
  2008,05,09,044810.49, 33.554,-118.179,2.7,  2,PDE  
  2008,05,09,084003   , 35.880, -89.990,2.8, 11,PDE  
  2008,05,09,172341.61, 39.092,-107.364,3.1,  1,PDE  
  2008,05,09,223807.88, 33.447,-116.455,4.1,  2,PDE  
  2008,05,09,225933.31, 35.903,-117.018,3.4,  2,PDE  
  2008,05,09,231723.95, 34.022,-117.145,2.9,  7,PDE  
  2008,05,10,021405.84, 35.913,-117.000,3.1,  0,PDE  
  2008,05,10,022259.23, 35.902,-117.021,3.1,  0,PDE  
  2008,05,10,175250   , 34.350, -88.830,3.1,  0,PDE  
  2008,05,12,115041   , 34.387,-118.720,2.9, 11,PDE  
  2008,05,13,040739.82, 40.805,-125.340,4.3,  8,PDE  
  2008,05,13,084905.50, 31.711,-115.937,2.9,  2,PDE  
  2008,05,14,010740.88, 30.569,-113.744,3.6, 10,PDE  
  2008,05,14,035658.06, 38.824,-122.763,2.7,  1,PDE  
  2008,05,14,064211.74, 42.839,-111.211,2.7,  5,PDE  
  2008,05,14,103510   , 33.849,-118.501,2.6,  9,PDE  
  2008,05,14,160952.93, 30.250,-114.300,4.8, 10,PDE  
  2008,05,14,185205.36, 39.507,-119.910,3.0,  2,PDE  
  2008,05,14,220501.54, 37.214,-115.788,3.4,  8,PDE  
  2008,05,15,064704.58, 37.378,-121.728,2.8, 10,PDE  
  2008,05,15,075518.49, 35.838,-120.389,3.2,  9,PDE  
  2008,05,15,134448.45, 39.537,-119.915,3.4,  2,PDE  
  2008,05,16,150112   , 34.000,-116.857,3.0, 14,PDE  
  2008,05,16,183914.92, 31.773, -88.203,3.1,  5,PDE  
  2008,05,17,122335.21, 48.395,-124.637,2.9, 47,PDE  
  2008,05,17,171018.57, 36.845,-121.578,3.0,  6,PDE  
  2008,05,17,210556.90, 36.846,-121.577,2.9,  5,PDE  
  2008,05,18,084420.11, 39.552,-119.918,3.1,  1,PDE  
  2008,05,18,221955   , 46.168,-119.550,3.7, 20,PDE  
  2008,05,18,223935.48, 34.030,-116.435,2.6,  1,PDE  
  2008,05,19,152210.98, 34.175,-117.567,2.4,  5,PDE  
  2008,05,20,025951   , 35.270,-117.353,3.7,  3,PDE  
  2008,05,20,123142.37, 34.517,-118.118,2.3, 13,PDE  
  2008,05,20,141736.56, 44.242,-118.246,2.8,  6,PDE  
  2008,05,20,230014.12, 36.595,-121.203,3.2,  8,PDE  
  2008,05,21,114219   , 34.218,-117.563,2.5,  8,PDE  
  2008,05,21,114429   , 36.300, -89.520,2.7,  6,PDE  
  2008,05,21,235707   , 37.530,-112.320,3.0,  1,PDE  
  2008,05,23,180305.86, 32.504,-104.596,2.7,  5,PDE  
  2008,05,24,041307.03, 35.580,-117.157,2.8,  6,PDE  
  2008,05,24,085122.20, 41.227,-114.894,2.7, 11,PDE  
  2008,05,25,053209.29, 32.484,-117.867,3.4,  6,PDE  
  2008,05,25,125023.04, 39.560,-115.810,2.8, 11,PDE  
  2008,05,25,183918   , 41.800,-112.220,2.6,  7,PDE  
  2008,05,26,180806.70, 32.404,-115.333,3.3,  4,PDE  
  2008,05,27,224638.06, 43.811,-125.737,2.9, 10,PDE  
  2008,05,28,205049.23, 34.083,-117.289,2.8, 14,PDE  
  2008,05,29,023036   , 38.013,-118.195,3.2,  0,PDE  
  2008,05,29,180307.80, 32.098,-115.102,3.0,  6,PDE  
  2008,05,29,204713.72, 29.899,-114.274,3.5, 10,PDE  
  2008,05,30,034902.10, 36.656,-121.282,2.8,  8,PDE  
  2008,05,30,044836.23, 38.776,-122.764,4.1,  1,PDE  
  2008,05,30,064321.90, 37.871,-112.563,2.9,  5,PDE  
  2008,05,30,065904.88, 44.381, -68.124,2.4,  5,PDE  
  2008,05,30,071110.10, 31.521,-115.577,2.7,  8,PDE  
  2008,05,31,191319.79, 40.307,-124.441,3.0,  9,PDE  
  2008,06,01,145612   , 38.450, -87.850,1.6, 14,PDE  
  2008,06,01,164628.03, 45.132,-120.953,3.4, 16,PDE  
  2008,06,02,043752   , 33.035,-115.558,2.9, 14,PDE  
  2008,06,02,044248.05, 33.033,-115.568,2.8, 13,PDE  
  2008,06,02,045928.34, 33.029,-115.560,3.0, 14,PDE  
  2008,06,02,051316.14, 34.022,-117.143,3.2,  5,PDE  
  2008,06,02,051348.26, 33.022,-115.549,3.0,  6,PDE  
  2008,06,02,052950.84, 33.028,-115.574,3.0,  7,PDE  
  2008,06,02,062136.50, 45.628, -72.601,2.3, 18,PDE  
  2008,06,03,010816.59, 33.038,-115.562,3.0, 14,PDE  
  2008,06,03,125145.52, 32.774,-115.582,2.9, 14,PDE  
  2008,06,03,153347.04, 32.776,-115.580,2.9, 14,PDE  
  2008,06,03,154132.29, 32.770,-115.576,3.1, 15,PDE  
  2008,06,03,230632.86, 33.668,-116.724,3.1, 14,PDE  
  2008,06,04,022904.15, 38.242,-122.184,3.9, 10,PDE  
  2008,06,04,122122.02, 45.636,-122.723,2.5, 18,PDE  
  2008,06,04,140242.70, 36.510,-106.355,3.7,  5,PDE  
  2008,06,04,230034.02, 37.286,-118.175,2.9, 12,PDE  
  2008,06,04,233235.62, 36.386,-112.599,3.5,  5,PDE  
  2008,06,05,025848   , 44.350,-110.670,2.5,  1,PDE  
  2008,06,05,030240   , 44.350,-110.660,2.7,  3,PDE  
  2008,06,05,061222.15, 35.457, -97.569,2.5,  5,PDE  
  2008,06,05,071314.83, 38.444, -87.839,3.4,  5,PDE  
  2008,06,05,143327.91, 45.144,-120.953,2.6, 13,PDE  
  2008,06,06,032202.78, 41.009,-114.854,2.6,  5,PDE  
  2008,06,06,052629   , 32.376,-115.347,3.0,  5,PDE  
  2008,06,06,085151.70, 37.818,-122.072,3.0,  7,PDE  
  2008,06,06,090253.89, 37.816,-122.075,3.5,  7,PDE  
  2008,06,06,100247   , 37.278,-114.580,2.9, 12,PDE  
  2008,06,06,200959   , 37.360,-109.470,3.7,  9,PDE  
  2008,06,08,092324.68, 39.314,-115.745,3.0, 12,PDE  
  2008,06,08,101358.72, 39.536,-119.918,3.2,  1,PDE  
  2008,06,08,175340   , 39.550,-119.912,3.6,  2,PDE  
  2008,06,08,175519   , 39.551,-119.920,4.0,  1,PDE  
  2008,06,08,194011   , 32.102,-115.815,3.2,  7,PDE  
  2008,06,09,021602.19, 35.810, -96.985,2.5,  5,PDE  
  2008,06,09,074108.78, 39.543,-119.917,2.8,  3,PDE  
  2008,06,09,113135   , 37.817,-122.067,3.1,  8,PDE  
  2008,06,09,225947.12, 35.346, -96.767,3.1,  5,PDE  
  2008,06,10,001835.07, 39.549,-119.920,3.0,  0,PDE  
  2008,06,10,005022.93, 34.179,-117.565,2.4,  4,PDE  
  2008,06,10,191855   , 46.421,-120.144,2.6,  3,PDE  
  2008,06,11,043634.37, 45.629, -75.375,3.2, 18,PDE  
  2008,06,11,094450.31, 36.556,-106.443,2.5,  5,PDE  
  2008,06,11,222620.89, 40.453,-119.535,2.9,  5,PDE  
  2008,06,13,141108   , 37.860,-112.530,2.6,  1,PDE  
  2008,06,13,183104.37, 40.453,-119.578,3.8, 13,PDE  
  2008,06,13,183330.45, 40.468,-119.580,3.3,  0,PDE  
  2008,06,13,185452.86, 40.455,-119.573,2.5, 13,PDE  
  2008,06,13,203117.56, 40.448,-119.570,2.9,  0,PDE  
  2008,06,13,223630.50, 33.141,-115.951,2.9, 13,PDE  
  2008,06,14,165606.94, 32.648,-116.048,2.8,  9,PDE  
  2008,06,15,030035.04, 36.882,-121.625,3.1,  9,PDE  
  2008,06,15,052654.23, 35.996,-120.560,3.2,  4,PDE  
  2008,06,15,154704.33, 26.842,-111.134,4.2, 10,PDE  
  2008,06,15,192722   , 41.740,-112.610,3.1,  7,PDE  
  2008,06,17,012508.36, 35.371,-118.653,3.1,  5,PDE  
  2008,06,17,072759.50, 36.217,-118.203,2.8,  5,PDE  
  2008,06,17,073832.34, 40.431,-121.976,3.4, 13,PDE  
  2008,06,17,140149   , 39.529,-119.936,3.0,  4,PDE  
  2008,06,18,065026.30, 31.828,-116.303,4.1,  0,PDE  
  2008,06,18,090907.10, 31.831,-116.295,3.1,  8,PDE  
  2008,06,18,112840.21, 38.815,-122.807,2.8,  4,PDE  
  2008,06,19,070401   , 34.069,-118.274,2.0,  7,PDE  
  2008,06,19,145405.40, 31.814,-116.300,3.3,  8,PDE  
  2008,06,19,222804.79, 40.591,-119.696,3.2, 15,PDE  
  2008,06,19,225316.51, 42.145,-125.950,2.6, 10,PDE  
  2008,06,19,235751.69, 36.681,-121.308,3.8,  5,PDE  
  2008,06,20,020537.03, 38.767,-122.732,3.0,  2,PDE  
  2008,06,20,084608.61, 45.129,-120.938,3.2, 20,PDE  
  2008,06,21,000001.97, 48.555,-122.655,2.9, 17,PDE  
  2008,06,22,002336.42, 36.064,-120.658,3.4,  2,PDE  
  2008,06,22,021804.31, 35.820, -97.070,2.9,  5,PDE  
  2008,06,23,134911.19, 34.046,-117.248,2.6, 14,PDE  
  2008,06,23,141457.60, 34.048,-117.246,3.6, 14,PDE  
  2008,06,23,233020   , 34.920, -84.850,2.8,  8,PDE  
  2008,06,24,053447   , 44.780,-111.440,2.9,  6,PDE  
  2008,06,24,091533.04, 48.137,-121.631,2.8,  6,PDE  
  2008,06,24,150610.59, 33.498,-116.519,3.0, 13,PDE  
  2008,06,24,213428.39, 32.595,-117.269,2.8, 16,PDE  
  2008,06,24,222009   , 38.450, -87.860,2.9, 14,PDE  
  2008,06,25,192907.30, 32.318,-115.300,3.2,  6,PDE  
  2008,06,25,202458.30, 32.316,-115.300,3.8,  7,PDE  
  2008,06,26,014236.60, 32.321,-115.307,3.9, 24,PDE  
  2008,06,26,040403.40, 32.305,-115.322,3.8,  5,PDE  
  2008,06,26,052651.38, 37.532,-118.816,3.2,  7,PDE  
  2008,06,26,171355.21, 38.800,-122.739,2.8,  2,PDE  
  2008,06,27,061157.90, 31.891,-115.802,2.7,  4,PDE  
  2008,06,27,120228   , 45.520,-111.890,2.8, 11,PDE  
  2008,06,27,174419.95, 32.692,-115.806,3.1, 13,PDE  
  2008,06,27,190414.23, 32.705,-115.814,3.0,  6,PDE  
  2008,06,27,195354.33, 32.696,-115.806,2.8, 11,PDE  
  2008,06,28,014036.45, 33.276, -87.396,3.1,  5,PDE  
  2008,06,28,040223.30, 32.313,-115.300,3.6,  4,PDE  
  2008,06,28,050310.10, 32.314,-115.310,2.9,  6,PDE  
  2008,06,28,051457.80, 32.328,-115.287,2.7,  4,PDE  
  2008,06,28,054939.70, 32.347,-115.280,2.6,  6,PDE  
  2008,06,28,144410.51, 37.585,-118.818,3.9, 11,PDE  
  2008,06,29,115313   , 44.390,-114.730,2.6, 11,PDE  
  2008,06,30,160639   , 44.790,-110.250,2.5,  5,PDE  
  2008,06,30,224958.97, 37.337,-114.316,4.2,  5,PDE  
  2008,07,01,005325.90, 32.306,-115.303,3.6,  7,PDE  
  2008,07,01,090706.67, 34.605,-117.611,2.7,  8,PDE  
  2008,07,03,004844.43, 40.310,-124.526,2.9,  5,PDE  
  2008,07,03,031452.36, 38.813,-122.790,2.9,  3,PDE  
  2008,07,04,042756.11, 39.187,-120.447,3.2,  9,PDE  
  2008,07,04,221610.94, 36.154,-118.060,3.4,  0,PDE  
  2008,07,05,010801.98, 37.346,-121.709,2.8,  9,PDE  
  2008,07,05,021432.24, 40.468,-119.595,3.0,  3,PDE  
  2008,07,05,065802   , 35.850, -90.030,2.7, 10,PDE  
  2008,07,06,010408.60, 32.376,-116.347,3.4,  7,PDE  
